,nm_class,samples,NiSi,SNV,indel,SVMEI,Normal,fold
946,Liver-HCC,15895218-c623-11e3-bf01-24c6515278c0.csv,15044,214,784,208,2,4
947,Liver-HCC,15fd8dc8-c622-11e3-bf01-24c6515278c0.csv,14592,228,701,64,0,5
948,Liver-HCC,17de5b12-c623-11e3-bf01-24c6515278c0.csv,13400,275,629,484,6,6
949,Liver-HCC,18f5e75e-c623-11e3-bf01-24c6515278c0.csv,4934,64,261,128,0,7
950,Liver-HCC,19085f7d-e6a6-406f-bd09-520a27e0283d.csv,13463,263,547,128,0,8
951,Liver-HCC,19fe27d8-c623-11e3-bf01-24c6515278c0.csv,9262,139,658,224,2,9
952,Liver-HCC,1b06afe2-c623-11e3-bf01-24c6515278c0.csv,7382,160,204,204,1,10
954,Liver-HCC,1c10ab52-01a3-11e4-8395-af1f6b7ba88c.csv,10764,193,572,33,3,2
955,Liver-HCC,1c1c6494-c623-11e3-bf01-24c6515278c0.csv,9283,116,534,92,1,3
956,Liver-HCC,1cb25b72-3726-4f12-9e22-f5c7e4b05681.csv,6321,103,405,116,0,4
957,Liver-HCC,1dbdbb2c-c623-11e3-bf01-24c6515278c0.csv,22271,698,1214,316,8,5
958,Liver-HCC,1df8939c-c622-11e3-bf01-24c6515278c0.csv,9708,149,560,205,0,6
959,Liver-HCC,1ea7e01c-c623-11e3-bf01-24c6515278c0.csv,11691,264,402,260,3,7
960,Liver-HCC,1fd69adc-c623-11e3-bf01-24c6515278c0.csv,4783,46,292,116,0,8
961,Liver-HCC,221d0290-c623-11e3-bf01-24c6515278c0.csv,13710,531,661,106,5,9
962,Liver-HCC,2316ee90-c623-11e3-bf01-24c6515278c0.csv,695,16,15,52,0,10
964,Liver-HCC,2468e58c-c623-11e3-bf01-24c6515278c0.csv,13761,204,724,488,5,2
965,Liver-HCC,2572b0bc-c622-11e3-bf01-24c6515278c0.csv,8407,148,316,312,1,3
966,Liver-HCC,27fcccdc-c622-11e3-bf01-24c6515278c0.csv,20128,514,853,184,1,4
967,Liver-HCC,2828e5e6-c623-11e3-bf01-24c6515278c0.csv,21104,287,997,152,2,5
968,Liver-HCC,295aac88-c623-11e3-bf01-24c6515278c0.csv,10937,123,605,908,1,6
970,Liver-HCC,2b569b88-c622-11e3-bf01-24c6515278c0.csv,21772,575,915,196,2,7
971,Liver-HCC,2bd56bba-c623-11e3-bf01-24c6515278c0.csv,7595,221,98,28,0,8
972,Liver-HCC,2bff30d5-be79-4686-8164-7a7d9619d3c0.csv,15140,312,903,2288,1,9
973,Liver-HCC,2d0e4b82-c623-11e3-bf01-24c6515278c0.csv,13784,307,879,172,0,10
975,Liver-HCC,2ecd8358-c622-11e3-bf01-24c6515278c0.csv,12349,202,710,128,2,2
976,Liver-HCC,2f149d78-c623-11e3-bf01-24c6515278c0.csv,12548,149,598,152,1,3
977,Liver-HCC,305a5074-5384-45a0-985d-289b178d09f6.csv,10826,276,571,85,2,4
978,Liver-HCC,30a8f292-c623-11e3-bf01-24c6515278c0.csv,8834,80,492,176,2,5
979,Liver-HCC,31bcfd64-c622-11e3-bf01-24c6515278c0.csv,8164,160,419,101,2,6
980,Liver-HCC,31c0c8f8-c623-11e3-bf01-24c6515278c0.csv,13340,216,679,76,0,7
981,Liver-HCC,32be40fa-c623-11e3-bf01-24c6515278c0.csv,8939,218,436,96,0,8
982,Liver-HCC,33a8693c-c623-11e3-bf01-24c6515278c0.csv,14624,407,399,56,0,9
983,Liver-HCC,34030a28-c622-11e3-bf01-24c6515278c0.csv,9844,122,380,147,2,10
985,Liver-HCC,34c24482-c623-11e3-bf01-24c6515278c0.csv,9130,132,496,80,0,2
986,Liver-HCC,352fbbb4-88a5-4354-b1fa-3a01da3fbfa7.csv,2746,36,136,84,0,3
987,Liver-HCC,35cca3b8-c623-11e3-bf01-24c6515278c0.csv,15182,490,648,148,6,4
988,Liver-HCC,35e33a7a-c622-11e3-bf01-24c6515278c0.csv,5819,93,341,224,0,5
989,Liver-HCC,35f82a33-bde2-47e2-8aba-ff1fd5920219.csv,11338,169,811,60,4,6
990,Liver-HCC,36d9c1aa-c623-11e3-bf01-24c6515278c0.csv,6479,80,466,554,0,7
991,Liver-HCC,36e1d9cc-32ec-4a0a-8fb1-c46f058a6fb8.csv,10679,185,674,212,1,8
992,Liver-HCC,380593d8-c623-11e3-bf01-24c6515278c0.csv,20905,364,844,166,6,9
993,Liver-HCC,38d8e626-c622-11e3-bf01-24c6515278c0.csv,15494,349,683,148,3,10
995,Liver-HCC,3b02a7a7-e5bc-4e77-b691-521603630b00.csv,16636,381,774,542,0,2
996,Liver-HCC,3b41cb48-c623-11e3-bf01-24c6515278c0.csv,7639,106,452,277,3,3
997,Liver-HCC,3bacc189-01b8-46cc-a442-f393c0f428c6.csv,6568,61,647,500,0,4
998,Liver-HCC,3c30b10e-c623-11e3-bf01-24c6515278c0.csv,9296,133,344,108,0,5
999,Liver-HCC,3c78970e-c622-11e3-bf01-24c6515278c0.csv,11607,177,490,5,3,6
1000,Liver-HCC,3d400522-c623-11e3-bf01-24c6515278c0.csv,10793,241,561,116,6,7
1001,Liver-HCC,3e2a85d0-c622-11e3-bf01-24c6515278c0.csv,6699,133,150,108,0,8
1002,Liver-HCC,3e68233a-c623-11e3-bf01-24c6515278c0.csv,7872,106,490,224,2,9
1003,Liver-HCC,3f99ae0e-c623-11e3-bf01-24c6515278c0.csv,18488,377,869,161,2,10
1005,Liver-HCC,40b1e928-c623-11e3-bf01-24c6515278c0.csv,17708,405,937,108,2,2
1006,Liver-HCC,41840dc1-5ea2-4f01-a0d4-8b65add641c8.csv,3694,48,283,444,0,3
1007,Liver-HCC,41de507a-c623-11e3-bf01-24c6515278c0.csv,5637,68,363,205,0,4
1008,Liver-HCC,4255582e-c622-11e3-bf01-24c6515278c0.csv,5361,78,333,80,2,5
1009,Liver-HCC,42e92d78-c623-11e3-bf01-24c6515278c0.csv,16937,466,1086,164,7,6
1010,Liver-HCC,43206cb7-787d-4f68-8019-55e8585c4b4d.csv,10723,150,526,28,3,7
1011,Liver-HCC,43dadc68-c623-11e3-bf01-24c6515278c0.csv,11845,158,678,593,0,8
1012,Liver-HCC,446437de-c622-11e3-bf01-24c6515278c0.csv,18143,453,926,362,4,9
1013,Liver-HCC,44e4f08a-c623-11e3-bf01-24c6515278c0.csv,10067,200,461,272,0,10
1015,Liver-HCC,4624fd20-e2ad-4826-b606-a694b04e1076.csv,10879,369,418,56,2,2
1016,Liver-HCC,463bf060-8ba6-4a73-8173-172025f7b527.csv,13295,347,711,84,2,3
1017,Liver-HCC,468083cb-95c3-47c1-9d96-79bcf7bf3f26.csv,36046,630,1004,204,4,4
1018,Liver-HCC,47050918-c623-11e3-bf01-24c6515278c0.csv,11773,543,566,40,6,5
1019,Liver-HCC,47d77750-c622-11e3-bf01-24c6515278c0.csv,21371,606,1526,632,4,6
1020,Liver-HCC,47e5ff56-9534-4fcf-a593-33027e877f93.csv,15647,804,653,148,0,7
1021,Liver-HCC,484a41c8-fcaf-488d-97dc-bfe6a4b88a95.csv,12239,351,837,2760,0,8
1022,Liver-HCC,48624a82-c623-11e3-bf01-24c6515278c0.csv,20612,188,325,120,2,9
1023,Liver-HCC,4904d56f-0fe7-4482-8f6d-9e54d261f399.csv,16532,528,883,328,0,10
1025,Liver-HCC,4a703d3e-c623-11e3-bf01-24c6515278c0.csv,17238,326,683,192,0,2
1026,Liver-HCC,4b8943be-c623-11e3-bf01-24c6515278c0.csv,14647,283,703,672,0,3
1027,Liver-HCC,4c183106-c622-11e3-bf01-24c6515278c0.csv,6318,86,293,100,1,4
1028,Liver-HCC,4c3eda94-56f4-46d3-8c88-50d476e773f6.csv,3340,44,182,80,0,5
1029,Liver-HCC,4c8afa82-c623-11e3-bf01-24c6515278c0.csv,12189,387,786,364,4,6
1030,Liver-HCC,4cff8590-559e-4204-8635-96e11bfeda68.csv,15414,498,782,408,2,7
1031,Liver-HCC,4dac9498-c623-11e3-bf01-24c6515278c0.csv,10575,263,456,104,0,8
1032,Liver-HCC,4ed52e0c-c623-11e3-bf01-24c6515278c0.csv,6912,150,213,244,0,9
1033,Liver-HCC,4f1fc78e-733d-4c6e-86b2-dbe1f98c141d.csv,12659,246,807,540,5,10
1035,Liver-HCC,4fdc8980-c623-11e3-bf01-24c6515278c0.csv,11996,251,633,180,3,2
1036,Liver-HCC,5042b417-d14e-42bb-b6f3-de303346a252.csv,16049,253,931,112,4,3
1037,Liver-HCC,50b61288-1412-4104-92e6-8b1a359ef399.csv,11222,240,813,640,0,4
1038,Liver-HCC,50eb58ba-c623-11e3-bf01-24c6515278c0.csv,13155,247,879,156,3,5
1039,Liver-HCC,50ee360c-e3df-4888-9999-ebb88e271d08.csv,7964,86,498,500,0,6
1040,Liver-HCC,51800588-c622-11e3-bf01-24c6515278c0.csv,6141,173,402,136,0,7
1041,Liver-HCC,520b8ab2-c623-11e3-bf01-24c6515278c0.csv,14680,173,918,264,1,8
1042,Liver-HCC,52d8ccfc-c623-11e3-bf01-24c6515278c0.csv,15973,190,873,665,3,9
1043,Liver-HCC,532259b8-c622-11e3-bf01-24c6515278c0.csv,28224,535,1687,531,7,10
1045,Liver-HCC,54354d24-c622-11e3-bf01-24c6515278c0.csv,21999,1503,1429,72,1,2
1046,Liver-HCC,54cfd4b0-c623-11e3-bf01-24c6515278c0.csv,14911,287,672,112,3,3
1047,Liver-HCC,558239c7-a160-4228-8fdf-a0a1d2f62133.csv,3174,32,119,148,0,4
1048,Liver-HCC,55e5497a-c623-11e3-bf01-24c6515278c0.csv,17812,396,916,261,6,5
1049,Liver-HCC,56c846d6-c622-11e3-bf01-24c6515278c0.csv,10598,303,378,52,0,6
1050,Liver-HCC,56d4ea48-c623-11e3-bf01-24c6515278c0.csv,18583,314,994,100,8,7
1051,Liver-HCC,5769ae11-5f1b-483f-b228-7584591c66e6.csv,5684,78,333,188,0,8
1052,Liver-HCC,5808f774-c623-11e3-bf01-24c6515278c0.csv,8408,115,236,356,0,9
1053,Liver-HCC,58f4ff52-c623-11e3-bf01-24c6515278c0.csv,11742,236,665,76,0,10
1055,Liver-HCC,5b178f44-c622-11e3-bf01-24c6515278c0.csv,7550,142,477,128,3,2
1056,Liver-HCC,5bb37ffc-c623-11e3-bf01-24c6515278c0.csv,19268,334,930,100,5,3
1057,Liver-HCC,5cf21488-c622-11e3-bf01-24c6515278c0.csv,12158,170,765,152,1,4
1058,Liver-HCC,5d58b984-e0b8-4237-a576-0e9d4079599e.csv,3504,38,265,204,0,5
1059,Liver-HCC,5dce221a-c623-11e3-bf01-24c6515278c0.csv,6913,103,433,276,1,6
1060,Liver-HCC,5df489bc-6178-49e4-8a42-506f70300dff.csv,8759,139,704,322,2,7
1061,Liver-HCC,5e9c69d2-c622-11e3-bf01-24c6515278c0.csv,5918,67,335,159,0,8
1062,Liver-HCC,5ead73fe-1c34-48ed-b20d-89fc3c82dbd6.csv,3846,23,450,657,0,9
1063,Liver-HCC,5eddfb26-c623-11e3-bf01-24c6515278c0.csv,10632,207,552,182,2,10
1065,Liver-HCC,6012cb02-c623-11e3-bf01-24c6515278c0.csv,5512,116,295,104,0,2
1066,Liver-HCC,6172ca02-c622-11e3-bf01-24c6515278c0.csv,5938,182,286,200,3,3
1067,Liver-HCC,627823ec-c623-11e3-bf01-24c6515278c0.csv,12090,212,713,444,7,4
1068,Liver-HCC,632f3eb0-c623-11e3-bf01-24c6515278c0.csv,17920,414,769,104,1,5
1070,Liver-HCC,63fef3fe-c622-11e3-bf01-24c6515278c0.csv,30785,826,958,232,2,6
1071,Liver-HCC,64b80154-c623-11e3-bf01-24c6515278c0.csv,15932,207,925,160,1,7
1072,Liver-HCC,6527aa5a-c622-11e3-bf01-24c6515278c0.csv,7470,124,315,88,0,8
1073,Liver-HCC,65f702b8-c623-11e3-bf01-24c6515278c0.csv,2364,23,47,44,0,9
1074,Liver-HCC,6622f932-c622-11e3-bf01-24c6515278c0.csv,6629,70,386,60,0,10
1076,Liver-HCC,67189cd8-c623-11e3-bf01-24c6515278c0.csv,6542,99,310,104,0,2
1077,Liver-HCC,674819dc-c622-11e3-bf01-24c6515278c0.csv,8745,101,517,397,1,3
1078,Liver-HCC,68054218-c623-11e3-bf01-24c6515278c0.csv,7151,152,552,1409,3,4
1079,Liver-HCC,690e481c-c623-11e3-bf01-24c6515278c0.csv,19112,517,770,524,1,5
1080,Liver-HCC,69f37546-c622-11e3-bf01-24c6515278c0.csv,22294,623,855,202,2,6
1081,Liver-HCC,6a129b50-c623-11e3-bf01-24c6515278c0.csv,16798,432,685,300,4,7
1082,Liver-HCC,6b25a78f-20dc-4ccc-b4c0-f9885d16725d.csv,11547,878,473,357,5,8
1083,Liver-HCC,6b50391f-d890-4ca0-b942-beab0f8bf1c9.csv,7717,186,791,376,9,9
1084,Liver-HCC,6baee028-c622-11e3-bf01-24c6515278c0.csv,8926,260,821,372,13,10
1086,Liver-HCC,6ce66be0-c623-11e3-bf01-24c6515278c0.csv,7686,134,162,136,0,2
1087,Liver-HCC,6d9d7ffc-c622-11e3-bf01-24c6515278c0.csv,12515,273,582,44,0,3
1088,Liver-HCC,6e26f98e-c623-11e3-bf01-24c6515278c0.csv,6953,89,205,136,0,4
1089,Liver-HCC,6e6ad1a2-f1eb-44d1-9852-f5752afcf5eb.csv,18399,341,851,1204,6,5
1090,Liver-HCC,6ec4456e-c622-11e3-bf01-24c6515278c0.csv,9650,192,640,120,2,6
1091,Liver-HCC,70422e6d-cb1f-4284-8be9-1d4517ffad60.csv,14489,449,754,144,4,7
1092,Liver-HCC,70c2f91e-c622-11e3-bf01-24c6515278c0.csv,10276,150,533,104,0,8
1093,Liver-HCC,712e5f3c-c623-11e3-bf01-24c6515278c0.csv,9093,189,209,148,0,9
1094,Liver-HCC,7260f57c-c623-11e3-bf01-24c6515278c0.csv,9356,142,606,112,0,10
1096,Liver-HCC,73afad06-c623-11e3-bf01-24c6515278c0.csv,16500,286,1036,168,6,2
1097,Liver-HCC,74ec279a-c622-11e3-bf01-24c6515278c0.csv,17320,299,460,108,0,3
1098,Liver-HCC,764ded9e-c622-11e3-bf01-24c6515278c0.csv,16160,455,665,0,0,4
1099,Liver-HCC,77bf9514-88da-473b-9a91-f669ef3cd343.csv,10209,209,737,948,5,5
1100,Liver-HCC,78bc4dfa-c622-11e3-bf01-24c6515278c0.csv,4360,76,139,36,0,6
1101,Liver-HCC,7a6cb147-a576-446d-a605-fa846ea3d1ad.csv,5207,122,306,248,0,7
1102,Liver-HCC,7ae510f8-c622-11e3-bf01-24c6515278c0.csv,11367,193,551,192,0,8
1103,Liver-HCC,7c405ca0-c622-11e3-bf01-24c6515278c0.csv,13272,311,829,60,6,9
1104,Liver-HCC,7cd7fe38-c623-11e3-bf01-24c6515278c0.csv,6267,79,380,196,1,10
1106,Liver-HCC,7df3a542-c623-11e3-bf01-24c6515278c0.csv,11496,223,595,148,3,2
1107,Liver-HCC,7eac4710-c622-11e3-bf01-24c6515278c0.csv,17709,408,981,325,6,3
1108,Liver-HCC,7eb0ee38-fbe2-49ea-ba63-aa13825eca6e.csv,9874,231,505,112,0,4
1109,Liver-HCC,7f03cb4b-60b1-460c-b761-402e7ca09b0d.csv,2284,18,88,0,0,5
1110,Liver-HCC,7f795952-c623-11e3-bf01-24c6515278c0.csv,17939,307,735,68,0,6
1111,Liver-HCC,7fba5aac-c622-11e3-bf01-24c6515278c0.csv,10064,145,408,124,0,7
1112,Liver-HCC,7fc7b316-f3d3-4e71-9417-423fe334e6bc.csv,29881,476,757,1236,1,8
1113,Liver-HCC,80ab6c08-c622-11e3-bf01-24c6515278c0.csv,2472,24,125,72,0,9
1114,Liver-HCC,80ebcecc-4a7a-40dd-914c-f0648a58095f.csv,4899,72,495,451,6,10
1116,Liver-HCC,81a8b064-e735-455f-b2db-af7ae11daac4.csv,19411,492,914,1620,2,2
1117,Liver-HCC,82aefe8e-c622-11e3-bf01-24c6515278c0.csv,11586,168,563,160,0,3
1118,Liver-HCC,83d57c5c-c622-11e3-bf01-24c6515278c0.csv,8742,136,483,132,0,4
1119,Liver-HCC,84a0bc36-9f29-4b23-aee1-bf5ff71f697b.csv,8017,130,422,92,0,5
1120,Liver-HCC,84fe77b4-f6cc-49bf-a6b9-1621ec9394f8.csv,13552,344,738,1576,2,6
1121,Liver-HCC,850389d4-c622-11e3-bf01-24c6515278c0.csv,17892,498,1017,129,2,7
1122,Liver-HCC,8659a35e-c622-11e3-bf01-24c6515278c0.csv,9259,92,446,136,0,8
1123,Liver-HCC,87671312-c622-11e3-bf01-24c6515278c0.csv,14271,364,807,916,3,9
1124,Liver-HCC,88d82a42-c622-11e3-bf01-24c6515278c0.csv,10713,305,729,124,4,10
1126,Liver-HCC,8a6d6b2e-c622-11e3-bf01-24c6515278c0.csv,8655,330,471,88,4,2
1127,Liver-HCC,8b0c4c91-2d07-4a9b-97a1-d2bda003437e.csv,7095,118,476,280,1,3
1128,Liver-HCC,8c5f9574-c622-11e3-bf01-24c6515278c0.csv,10658,135,567,32,4,4
1129,Liver-HCC,8cf713ff-256b-4411-a1b4-5bf6f445b747.csv,9513,286,578,188,9,5
1130,Liver-HCC,8d7592e2-c622-11e3-bf01-24c6515278c0.csv,12312,200,803,152,0,6
1131,Liver-HCC,8eb90ea4-c622-11e3-bf01-24c6515278c0.csv,8185,241,572,84,2,7
1132,Liver-HCC,8fd5e62c-c622-11e3-bf01-24c6515278c0.csv,20317,329,621,1041,2,8
1133,Liver-HCC,90611290-e44c-438e-91aa-f3b83dae3b71.csv,23522,1144,1102,924,4,9
1134,Liver-HCC,917564e4-c622-11e3-bf01-24c6515278c0.csv,2776,34,239,164,0,10
1136,Liver-HCC,93a49462-4bd3-4efa-87a5-69006abba5a0.csv,10449,236,812,226,9,2
1137,Liver-HCC,94431626-c622-11e3-bf01-24c6515278c0.csv,15662,779,801,1124,2,3
1138,Liver-HCC,9563a264-c622-11e3-bf01-24c6515278c0.csv,5247,88,322,1157,2,4
1139,Liver-HCC,96517058-18d2-4847-8085-768ca8aa1565.csv,63682,575,1886,548,5,5
1140,Liver-HCC,96abdbc8-c622-11e3-bf01-24c6515278c0.csv,15107,847,822,1129,0,6
1141,Liver-HCC,98d27916-c622-11e3-bf01-24c6515278c0.csv,27462,1506,1155,268,7,7
1142,Liver-HCC,992d9566-b1da-421a-bf36-d23382b115fa.csv,10267,263,606,385,4,8
1143,Liver-HCC,99bdc3da-c622-11e3-bf01-24c6515278c0.csv,13384,325,459,488,1,9
1144,Liver-HCC,9aac83e4-c622-11e3-bf01-24c6515278c0.csv,10691,793,597,124,2,10
1146,Liver-HCC,9c681cd9-25fb-42ac-aa6b-bb962882fa22.csv,7287,99,683,516,1,2
1147,Liver-HCC,9cb80280-c622-11e3-bf01-24c6515278c0.csv,13997,278,584,320,2,3
1148,Liver-HCC,9db994a0-c622-11e3-bf01-24c6515278c0.csv,15753,236,777,104,4,4
1149,Liver-HCC,9ec31146-c622-11e3-bf01-24c6515278c0.csv,14919,304,818,100,2,5
1150,Liver-HCC,9fba5db6-c622-11e3-bf01-24c6515278c0.csv,12711,372,494,140,0,6
1151,Liver-HCC,a1a75f66-c622-11e3-bf01-24c6515278c0.csv,15456,358,759,426,2,7
1152,Liver-HCC,a2a67c8a-c622-11e3-bf01-24c6515278c0.csv,11686,202,478,100,0,8
1153,Liver-HCC,a2f143d6-ba07-4ff0-960d-b29c3c716665.csv,4899,102,370,292,1,9
1154,Liver-HCC,a3914a6c-c622-11e3-bf01-24c6515278c0.csv,17049,245,618,832,0,10
1156,Liver-HCC,a612b654-c622-11e3-bf01-24c6515278c0.csv,9395,184,330,248,0,2
1157,Liver-HCC,a7314730-c622-11e3-bf01-24c6515278c0.csv,14439,313,859,302,3,3
1158,Liver-HCC,a846f5e8-c622-11e3-bf01-24c6515278c0.csv,11440,178,612,229,2,4
1159,Liver-HCC,a94d63fa-c622-11e3-bf01-24c6515278c0.csv,12442,272,609,752,1,5
1160,Liver-HCC,aabddb20-c622-11e3-bf01-24c6515278c0.csv,5864,74,445,1709,2,6
1161,Liver-HCC,abbbe65c-c622-11e3-bf01-24c6515278c0.csv,13341,288,606,356,0,7
1162,Liver-HCC,adfbba82-c622-11e3-bf01-24c6515278c0.csv,9602,176,580,184,0,8
1163,Liver-HCC,af2cbdb6-c622-11e3-bf01-24c6515278c0.csv,7971,135,268,384,0,9
1164,Liver-HCC,b070af2a-c622-11e3-bf01-24c6515278c0.csv,8810,135,489,583,0,10
1166,Liver-HCC,b2d9aaff-5a48-48f0-bf55-bfd4ddaeccaf.csv,7945,139,362,168,1,2
1167,Liver-HCC,b32449c0-c622-11e3-bf01-24c6515278c0.csv,11397,225,512,417,2,3
1168,Liver-HCC,b421b9ca-c622-11e3-bf01-24c6515278c0.csv,18843,347,1333,874,8,4
1169,Liver-HCC,b55751c4-c622-11e3-bf01-24c6515278c0.csv,7495,96,360,220,2,5
1170,Liver-HCC,b5f90cb8-7304-48fb-a1d3-ff459c7d79d1.csv,18818,131,9359,280,2,6
1171,Liver-HCC,b67208c4-c622-11e3-bf01-24c6515278c0.csv,6902,91,162,76,0,7
1172,Liver-HCC,b77543e4-c622-11e3-bf01-24c6515278c0.csv,10654,114,458,352,0,8
1173,Liver-HCC,b86655a4-c622-11e3-bf01-24c6515278c0.csv,4022,56,270,128,0,9
1174,Liver-HCC,b9098b7c-eab0-4ef5-b968-8d3024bf32f7.csv,10777,349,611,128,6,10
1176,Liver-HCC,b9f03936-1de5-4330-8b0f-6d0ab533876e.csv,3713,30,403,137,0,2
1177,Liver-HCC,ba940092-c622-11e3-bf01-24c6515278c0.csv,13280,126,598,2465,3,3
1178,Liver-HCC,bba106ce-c622-11e3-bf01-24c6515278c0.csv,11522,225,404,124,2,4
1179,Liver-HCC,bdeeb1a6-c622-11e3-bf01-24c6515278c0.csv,6472,81,270,20,0,5
1180,Liver-HCC,bef21282-c622-11e3-bf01-24c6515278c0.csv,13872,325,630,704,4,6
1181,Liver-HCC,c016d025-3c92-41c5-b846-493b1fcce79e.csv,5624,87,333,888,1,7
1182,Liver-HCC,c021b61c-c622-11e3-bf01-24c6515278c0.csv,7922,158,241,172,0,8
1183,Liver-HCC,c05adc19-2e01-4712-a35a-69eee4d40998.csv,17279,535,1103,980,1,9
1184,Liver-HCC,c158ac2a-c622-11e3-bf01-24c6515278c0.csv,2028,38,29,100,2,10
1186,Liver-HCC,c271b7d2-c622-11e3-bf01-24c6515278c0.csv,9322,126,402,140,0,2
1187,Liver-HCC,c285c2fa-24b4-47a1-874d-86e74b002b05.csv,6236,56,378,104,0,3
1188,Liver-HCC,c36213e4-c057-46f5-ada5-f1f921855bb4.csv,5431,131,346,48,0,4
1189,Liver-HCC,c488a170-c622-11e3-bf01-24c6515278c0.csv,7201,147,422,521,2,5
1190,Liver-HCC,c5ad7238-c622-11e3-bf01-24c6515278c0.csv,15959,309,805,176,4,6
1191,Liver-HCC,c6bb32f0-c622-11e3-bf01-24c6515278c0.csv,44121,313,30226,440,1,7
1192,Liver-HCC,c7d798b8-c622-11e3-bf01-24c6515278c0.csv,12402,256,702,208,0,8
1193,Liver-HCC,c906a13e-c622-11e3-bf01-24c6515278c0.csv,8082,132,434,140,0,9
1194,Liver-HCC,ca5ded1c-c622-11e3-bf01-24c6515278c0.csv,10243,164,662,1021,1,10
1196,Liver-HCC,cb86fbb6-c622-11e3-bf01-24c6515278c0.csv,8724,133,457,80,1,2
1197,Liver-HCC,cc792058-c622-11e3-bf01-24c6515278c0.csv,10518,190,412,300,0,3
1198,Liver-HCC,cdcc04fc-c622-11e3-bf01-24c6515278c0.csv,17470,193,813,72,3,4
1199,Liver-HCC,cf2d34c4-c622-11e3-bf01-24c6515278c0.csv,23483,410,1713,652,9,5
1200,Liver-HCC,cf777ef1-765f-4828-b789-f5aa6722eb35.csv,8377,168,528,204,2,6
1201,Liver-HCC,d02597f8-3ac7-4165-a65f-0e134e5d215b.csv,10453,188,606,216,8,7
1202,Liver-HCC,d0469256-c622-11e3-bf01-24c6515278c0.csv,18770,428,974,419,11,8
1203,Liver-HCC,d182b67c-c622-11e3-bf01-24c6515278c0.csv,5284,94,368,272,0,9
1204,Liver-HCC,d252f328-4583-4e97-9a71-bb2885f06f73.csv,7637,150,392,172,4,10
1206,Liver-HCC,d3ad5b5a-c622-11e3-bf01-24c6515278c0.csv,9516,235,320,252,0,2
1207,Liver-HCC,d3b72600-a888-4ef6-ac5d-661c105405dd.csv,25473,367,676,48,0,3
1208,Liver-HCC,d4c9e5c6-c622-11e3-bf01-24c6515278c0.csv,12076,345,730,280,4,4
1209,Liver-HCC,d60f880a-c622-11e3-bf01-24c6515278c0.csv,17709,389,731,768,4,5
1210,Liver-HCC,d6ccfd6f-2ea9-499d-a25d-4ba9d4a9258e.csv,8894,359,624,36,1,6
1211,Liver-HCC,d7578910-c622-11e3-bf01-24c6515278c0.csv,13065,270,613,84,0,7
1212,Liver-HCC,d9c5493e-f969-4c04-a646-9a3134011021.csv,7342,130,633,196,0,8
1213,Liver-HCC,dbfa4e8a-c622-11e3-bf01-24c6515278c0.csv,10439,296,134,76,0,9
1214,Liver-HCC,dcf45005-7e6d-4c26-9994-f973da7e814f.csv,8444,127,620,96,5,10
1216,Liver-HCC,de4f520c-c622-11e3-bf01-24c6515278c0.csv,6262,92,275,123,0,2
1217,Liver-HCC,e127e9e4-c622-11e3-bf01-24c6515278c0.csv,13273,287,609,104,0,3
1218,Liver-HCC,e23c591e-c622-11e3-bf01-24c6515278c0.csv,10174,164,470,44,0,4
1219,Liver-HCC,e30c64d5-e796-4cfc-8dc8-6e62bf97822f.csv,13751,358,753,48,1,5
1220,Liver-HCC,e34bcc5e-c622-11e3-bf01-24c6515278c0.csv,13746,317,615,112,7,6
1221,Liver-HCC,e64e9f76-c622-11e3-bf01-24c6515278c0.csv,6587,86,523,208,0,7
1222,Liver-HCC,e75fbf08-c622-11e3-bf01-24c6515278c0.csv,7334,173,454,780,0,8
1223,Liver-HCC,e88397a6-c622-11e3-bf01-24c6515278c0.csv,5054,77,92,113,0,9
1224,Liver-HCC,e9445993-854d-44fc-a063-eacf70222fdf.csv,9785,100,427,264,1,10
1226,Liver-HCC,eb1792ee-6946-4e0d-bdd1-c924328dba5d.csv,4035,24,226,152,4,2
1227,Liver-HCC,eb588266-c622-11e3-bf01-24c6515278c0.csv,17730,307,722,240,0,3
1228,Liver-HCC,ec23a354-e339-4466-9a1b-8e886ef627e6.csv,17932,412,606,88,7,4
1229,Liver-HCC,ec5e2990-c622-11e3-bf01-24c6515278c0.csv,10374,161,345,212,0,5
1230,Liver-HCC,ed52e836-c622-11e3-bf01-24c6515278c0.csv,4180,54,65,752,1,6
1231,Liver-HCC,ee7b8074-c622-11e3-bf01-24c6515278c0.csv,8923,134,319,724,1,7
1232,Liver-HCC,ef78f09c-c622-11e3-bf01-24c6515278c0.csv,10358,143,502,112,0,8
1233,Liver-HCC,f064f762-c622-11e3-bf01-24c6515278c0.csv,11440,157,513,152,0,9
1234,Liver-HCC,f0768c67-f38c-40a8-8f27-81a927fb5dca.csv,15936,288,710,168,6,10
1236,Liver-HCC,f1a4f60a-5228-47cd-883f-ff8d2dfe1633.csv,7985,93,578,2096,0,2
1237,Liver-HCC,f4025b40-a249-487f-8e93-7a140bcf57c1.csv,11988,323,696,60,0,3
1238,Liver-HCC,f410b432-c622-11e3-bf01-24c6515278c0.csv,12316,308,739,132,3,4
1239,Liver-HCC,f4f48342-c622-11e3-bf01-24c6515278c0.csv,8709,118,390,153,0,5
1240,Liver-HCC,f61e794e-c622-11e3-bf01-24c6515278c0.csv,10380,305,502,45,0,6
