,nm_class,samples,slices,fold
2855,KIRC,TCGA-A3-A8OU-01A-11D-A36X-10,6,1
2856,KIRC,TCGA-CW-6090-01A-11D-1669-08,7,1
2857,KIRC,TCGA-A3-A6NN-01A-12D-A33K-10,8,1
2858,KIRC,TCGA-CZ-5452-01A-01D-1501-10,9,1
2859,KIRC,TCGA-CJ-4882-01A-02D-1429-08,10,1
2861,KIRC,TCGA-CZ-5466-01A-01D-1501-10,2,1
2862,KIRC,TCGA-G6-A8L8-01A-21D-A36X-10,3,1
2863,KIRC,TCGA-CJ-4636-01A-02D-1386-10,4,1
2864,KIRC,TCGA-CJ-4920-01A-01D-1429-08,5,1
2865,KIRC,TCGA-A3-A6NI-01A-11D-A33K-10,6,1
2866,KIRC,TCGA-BP-5176-01A-01D-1429-08,7,1
2867,KIRC,TCGA-BP-5007-01A-01D-1462-08,8,1
2868,KIRC,TCGA-B4-5843-01A-11D-1669-08,9,1
2869,KIRC,TCGA-CJ-4904-01A-02D-1429-08,10,1
2871,KIRC,TCGA-B0-4810-01A-01D-1501-10,2,1
2872,KIRC,TCGA-AS-3777-01A-01D-0966-08,3,1
2873,KIRC,TCGA-CJ-6030-01A-11D-1669-08,4,1
2874,KIRC,TCGA-MM-A564-01A-11D-A25V-10,5,1
2875,KIRC,TCGA-B0-4700-01A-02D-1534-10,6,1
2876,KIRC,TCGA-BP-5175-01A-01D-1429-08,7,1
2877,KIRC,TCGA-A3-A8CQ-01A-11D-A36X-10,8,1
2878,KIRC,TCGA-B0-4710-01A-01D-1501-10,9,1
2879,KIRC,TCGA-B0-5121-01A-02D-1421-08,10,1
2881,KIRC,TCGA-B8-5552-01B-11D-1669-08,2,1
2882,KIRC,TCGA-CW-5591-01A-01D-1534-10,3,1
2883,KIRC,TCGA-G6-A8L6-01A-11D-A36X-10,4,1
2884,KIRC,TCGA-CJ-4643-01A-02D-1386-10,5,1
2885,KIRC,TCGA-A3-A8OV-01A-11D-A36X-10,6,1
2886,KIRC,TCGA-CZ-5984-01A-11D-1669-08,7,1
2887,KIRC,TCGA-B0-5692-01A-11D-1534-10,8,1
2888,KIRC,TCGA-CW-5585-01A-01D-1534-10,9,1
2889,KIRC,TCGA-EU-5905-01A-11D-1669-08,10,1
2891,KIRC,TCGA-B8-5159-01A-01D-1421-08,2,1
2892,KIRC,TCGA-A3-A6NL-01A-11D-A33K-10,3,1
2893,KIRC,TCGA-B8-4148-01A-02D-1386-10,4,1
2894,KIRC,TCGA-BP-4972-01A-01D-1462-08,5,1
2895,KIRC,TCGA-CJ-4902-01A-01D-1429-08,6,1
2896,KIRC,TCGA-BP-4970-01A-01D-1462-08,7,1
2897,KIRC,TCGA-AK-3458-01A-01D-1501-10,8,1
2898,KIRC,TCGA-B0-5402-01A-01D-1501-10,9,1
2899,KIRC,TCGA-A3-3320-01A-01D-0966-08,10,1
2901,KIRC,TCGA-G6-A8L7-01A-11D-A36X-10,2,1
2902,KIRC,TCGA-BP-5004-01A-01D-1462-08,3,1
2903,KIRC,TCGA-CZ-4866-01A-01D-1501-10,4,1
2904,KIRC,TCGA-CZ-5451-01A-01D-1501-10,5,1
2905,KIRC,TCGA-A3-3347-01A-02D-1386-10,6,1
2906,KIRC,TCGA-CJ-4923-01A-01D-1429-08,7,1
2907,KIRC,TCGA-CJ-4637-01A-02D-1386-10,8,1
2908,KIRC,TCGA-A3-3373-01A-02D-1421-08,9,1
2909,KIRC,TCGA-B8-5165-01A-01D-1421-08,10,1
2911,KIRC,TCGA-CJ-5676-01A-11D-1534-10,2,1
2912,KIRC,TCGA-B0-5702-01A-11D-1534-10,3,1
2913,KIRC,TCGA-BP-5178-01A-01D-1429-08,4,1
2914,KIRC,TCGA-BP-4960-01A-01D-1462-08,5,1
2915,KIRC,TCGA-B0-5695-01A-11D-1534-10,6,1
2916,KIRC,TCGA-CJ-4907-01A-01D-1429-08,7,1
2917,KIRC,TCGA-B8-A54J-01A-11D-A33K-10,8,1
2918,KIRC,TCGA-B0-5712-01A-11D-1669-08,9,1
2919,KIRC,TCGA-AK-3456-01A-02D-1386-10,10,1
2921,KIRC,TCGA-BP-4967-01A-01D-1462-08,2,1
2922,KIRC,TCGA-CZ-5458-01A-01D-1501-10,3,1
2923,KIRC,TCGA-B8-4154-01A-01D-1251-10,4,1
2924,KIRC,TCGA-A3-3317-01A-01D-0966-08,5,1
2925,KIRC,TCGA-BP-5201-01A-01D-1429-08,6,1
2926,KIRC,TCGA-B0-5693-01A-11D-1534-10,7,1
2927,KIRC,TCGA-CZ-5989-01A-11D-1669-08,8,1
2928,KIRC,TCGA-CZ-5467-01A-01D-1501-10,9,1
2929,KIRC,TCGA-B0-5095-01A-01D-1421-08,10,1
2931,KIRC,TCGA-CZ-5453-01A-01D-1501-10,2,1
2932,KIRC,TCGA-A3-3308-01A-01D-0966-08,3,1
2933,KIRC,TCGA-B4-5832-01A-11D-1669-08,4,1
2934,KIRC,TCGA-A3-3326-01A-01D-0966-08,5,1
2935,KIRC,TCGA-CJ-5681-01A-11D-1534-10,6,1
2936,KIRC,TCGA-CJ-4916-01A-01D-1429-08,7,1
2937,KIRC,TCGA-MM-A84U-01A-11D-A36X-10,8,1
2938,KIRC,TCGA-A3-3322-01A-01D-0966-08,9,1
2939,KIRC,TCGA-CJ-5677-01A-11D-1534-10,10,1
2941,KIRC,TCGA-B8-A54D-01A-21D-A25V-10,2,1
2942,KIRC,TCGA-B0-5812-01A-11D-1669-08,3,1
2943,KIRC,TCGA-AK-3430-01A-01D-1251-10,4,1
2944,KIRC,TCGA-A3-3387-01A-01D-1534-10,5,1
2945,KIRC,TCGA-B2-4102-01A-02D-1386-10,6,1
2946,KIRC,TCGA-A3-3378-01A-01D-0966-08,7,1
2947,KIRC,TCGA-CZ-5455-01A-01D-1501-10,8,1
2948,KIRC,TCGA-BP-5184-01A-01D-1429-08,9,1
2949,KIRC,TCGA-CW-5581-01A-02D-1534-10,10,1
2951,KIRC,TCGA-B0-5083-01A-02D-1421-08,2,1
2952,KIRC,TCGA-B0-5075-01A-01D-1462-08,3,1
2953,KIRC,TCGA-BP-5195-01A-02D-1429-08,4,1
2954,KIRC,TCGA-CZ-4853-01A-01D-1429-08,5,1
2955,KIRC,TCGA-B0-5113-01A-01D-1421-08,6,1
2956,KIRC,TCGA-A3-3311-01A-01D-0966-08,7,1
2957,KIRC,TCGA-CJ-4639-01A-02D-1386-10,8,1
2958,KIRC,TCGA-DV-A4VZ-01A-11D-A25V-10,9,1
2959,KIRC,TCGA-CJ-5689-01A-11D-1534-10,10,1
2961,KIRC,TCGA-BP-4977-01A-01D-1462-08,2,1
2962,KIRC,TCGA-B0-4821-01A-01D-1501-10,3,1
2963,KIRC,TCGA-BP-5200-01A-01D-1429-08,4,1
2964,KIRC,TCGA-BP-4164-01A-02D-1386-10,5,1
2965,KIRC,TCGA-BP-4982-01A-01D-1462-08,6,1
2966,KIRC,TCGA-BP-4770-01A-01D-1501-10,7,1
2967,KIRC,TCGA-BP-4999-01A-01D-1462-08,8,1
2968,KIRC,TCGA-B0-5696-01A-11D-1534-10,9,1
2969,KIRC,TCGA-CJ-4912-01A-01D-1429-08,10,1
2971,KIRC,TCGA-B0-4698-01A-01D-1501-10,2,1
2972,KIRC,TCGA-CZ-5987-01A-11D-1669-08,3,1
2973,KIRC,TCGA-CZ-4864-01A-01D-1501-10,4,1
2974,KIRC,TCGA-B0-5116-01A-02D-1421-08,5,1
2975,KIRC,TCGA-A3-3362-01A-02D-1386-10,6,1
2976,KIRC,TCGA-BP-5186-01A-01D-1429-08,7,1
2977,KIRC,TCGA-CJ-5684-01A-11D-1534-10,8,1
2978,KIRC,TCGA-B0-5690-01A-11D-1534-10,9,1
2979,KIRC,TCGA-CJ-5671-01A-11D-1534-10,10,1
2981,KIRC,TCGA-AK-3426-01A-02D-1386-10,2,1
2982,KIRC,TCGA-BP-4981-01A-01D-1462-08,3,1
2983,KIRC,TCGA-BP-5194-01A-02D-1429-08,4,1
2984,KIRC,TCGA-B2-4099-01A-02D-1251-10,5,1
2985,KIRC,TCGA-CW-6093-01A-11D-1669-08,6,1
2986,KIRC,TCGA-AK-3455-01A-01D-0966-08,7,1
2987,KIRC,TCGA-CZ-5469-01A-01D-1501-10,8,1
2988,KIRC,TCGA-DV-A4W0-01A-11D-A25V-10,9,1
2989,KIRC,TCGA-CJ-4899-01A-01D-1462-08,10,1
2991,KIRC,TCGA-CJ-6033-01A-11D-1669-08,2,1
2992,KIRC,TCGA-BP-4985-01A-01D-1462-08,3,1
2993,KIRC,TCGA-T7-A92I-01A-11D-A36X-10,4,1
2994,KIRC,TCGA-BP-4971-01A-01D-1462-08,5,1
2995,KIRC,TCGA-A3-3358-01A-01D-1534-10,6,1
2996,KIRC,TCGA-B8-4143-01A-01D-1806-10,7,1
2997,KIRC,TCGA-CZ-5457-01A-01D-1501-10,8,1
2998,KIRC,TCGA-A3-3316-01A-01D-0966-08,9,1
2999,KIRC,TCGA-CJ-5682-01A-11D-1534-10,10,1
3001,KIRC,TCGA-CZ-5463-01A-01D-1501-10,2,1
3002,KIRC,TCGA-BP-5170-01A-01D-1429-08,3,1
3003,KIRC,TCGA-AK-3453-01A-01D-0966-08,4,1
3004,KIRC,TCGA-CJ-4908-01A-01D-1429-08,5,1
3005,KIRC,TCGA-B0-5092-01A-01D-1421-08,6,1
3006,KIRC,TCGA-BP-4177-01A-02D-1421-08,7,1
3007,KIRC,TCGA-BP-5008-01A-01D-1462-08,8,1
3008,KIRC,TCGA-B0-5100-01A-01D-1421-08,9,1
3009,KIRC,TCGA-BP-5000-01A-01D-1462-08,10,1
3011,KIRC,TCGA-AK-3465-01A-01D-0966-08,2,1
3012,KIRC,TCGA-BP-4782-01A-02D-1421-08,3,1
3013,KIRC,TCGA-B0-5119-01A-02D-1421-08,4,1
3014,KIRC,TCGA-B8-5163-01A-01D-1421-08,5,1
3015,KIRC,TCGA-A3-3385-01A-02D-1421-08,6,1
3016,KIRC,TCGA-BP-4801-01A-02D-1421-08,7,1
3017,KIRC,TCGA-BP-5190-01A-01D-1429-08,8,1
3018,KIRC,TCGA-A3-3349-01A-01D-1251-10,9,1
3019,KIRC,TCGA-A3-A6NJ-01A-12D-A33K-10,10,1
3021,KIRC,TCGA-AK-3444-01A-01D-0966-08,2,1
3022,KIRC,TCGA-BP-4983-01A-01D-1462-08,3,1
3023,KIRC,TCGA-B8-A54E-01A-11D-A25V-10,4,1
3024,KIRC,TCGA-BP-5192-01A-01D-1429-08,5,1
3025,KIRC,TCGA-B0-5106-01A-01D-1421-08,6,1
3026,KIRC,TCGA-BP-5191-01A-01D-1429-08,7,1
3027,KIRC,TCGA-B8-4619-01A-02D-1386-10,8,1
3028,KIRC,TCGA-BP-4993-01A-02D-1421-08,9,1
3029,KIRC,TCGA-B0-5703-01A-11D-1534-10,10,1
3031,KIRC,TCGA-B4-5377-01A-01D-1501-10,2,1
3032,KIRC,TCGA-B0-5694-01A-11D-1534-10,3,1
3033,KIRC,TCGA-B8-4620-01A-02D-1386-10,4,1
3034,KIRC,TCGA-B8-5545-01A-01D-1669-08,5,1
3035,KIRC,TCGA-B0-5084-01A-01D-1462-08,6,1
3036,KIRC,TCGA-CW-5583-01A-02D-1534-10,7,1
3037,KIRC,TCGA-B0-5099-01A-01D-1421-08,8,1
3038,KIRC,TCGA-B0-5104-01A-01D-1421-08,9,1
3039,KIRC,TCGA-B0-4842-01A-02D-1421-08,10,1
3041,KIRC,TCGA-B0-5094-01A-01D-1421-08,2,1
3042,KIRC,TCGA-G6-A5PC-01A-11D-A33K-10,3,1
3043,KIRC,TCGA-AS-3778-01A-01D-0966-08,4,1
3044,KIRC,TCGA-BP-4795-01A-02D-1421-08,5,1
3045,KIRC,TCGA-MW-A4EC-01A-11D-A25V-10,6,1
3046,KIRC,TCGA-CW-6097-01A-11D-1669-08,7,1
3047,KIRC,TCGA-CZ-5462-01A-01D-1501-10,8,1
3048,KIRC,TCGA-CZ-5986-01A-11D-1669-08,9,1
3049,KIRC,TCGA-CJ-4901-01A-01D-1429-08,10,1
3051,KIRC,TCGA-A3-3323-01A-01D-0966-08,2,1
3052,KIRC,TCGA-A3-3376-01A-02D-1421-08,3,1
3053,KIRC,TCGA-CJ-4913-01A-01D-1429-08,4,1
3054,KIRC,TCGA-B2-A4SR-01A-11D-A25V-10,5,1
3055,KIRC,TCGA-B0-5096-01A-01D-1421-08,6,1
3056,KIRC,TCGA-B8-5551-01A-01D-1534-10,7,1
3057,KIRC,TCGA-BP-4961-01A-01D-1462-08,8,1
3058,KIRC,TCGA-AK-3443-01A-01D-0966-08,9,1
3059,KIRC,TCGA-B0-5697-01A-11D-1534-10,10,1
3061,KIRC,TCGA-A3-3383-01A-01D-0966-08,2,1
3062,KIRC,TCGA-B0-5077-01A-01D-1462-08,3,1
3063,KIRC,TCGA-CJ-4869-01A-02D-1429-08,4,1
3064,KIRC,TCGA-B8-A54I-01A-21D-A33K-10,5,1
3065,KIRC,TCGA-A3-A8OW-01A-11D-A36X-10,6,1
3066,KIRC,TCGA-CJ-4638-01A-02D-1386-10,7,1
3067,KIRC,TCGA-B0-5701-01A-11D-1534-10,8,1
3068,KIRC,TCGA-B2-5641-01A-01D-1534-10,9,1
3069,KIRC,TCGA-BP-4963-01A-01D-1462-08,10,1
3071,KIRC,TCGA-CJ-4634-01A-02D-1386-10,2,1
3072,KIRC,TCGA-CJ-4900-01A-01D-1462-08,3,1
3073,KIRC,TCGA-CW-5580-01A-01D-1669-08,4,1
3074,KIRC,TCGA-CJ-6032-01A-11D-1669-08,5,1
3075,KIRC,TCGA-MM-A563-01A-11D-A25V-10,6,1
3076,KIRC,TCGA-B0-5109-01A-02D-1421-08,7,1
3077,KIRC,TCGA-CZ-5459-01A-01D-1501-10,8,1
3078,KIRC,TCGA-AK-3429-01A-02D-1386-10,9,1
3079,KIRC,TCGA-B0-5098-01A-01D-1421-08,10,1
3081,KIRC,TCGA-B8-A7U6-01A-12D-A36X-10,2,1
3082,KIRC,TCGA-B4-5835-01A-11D-1669-08,3,1
3083,KIRC,TCGA-B0-5698-01A-11D-1669-08,4,1
3084,KIRC,TCGA-BP-4973-01A-01D-1462-08,5,1
3085,KIRC,TCGA-BP-5196-01A-01D-1429-08,6,1
3086,KIRC,TCGA-B0-5705-01A-11D-1534-10,7,1
3087,KIRC,TCGA-BP-4987-01A-01D-1462-08,8,1
3088,KIRC,TCGA-B8-A54F-01A-11D-A25V-10,9,1
3089,KIRC,TCGA-BP-5173-01A-01D-1429-08,10,1
3091,KIRP,TCGA-2Z-A9JG-01A-11D-A42J-10,2,1
3092,KIRP,TCGA-5P-A9K3-01A-11D-A42J-10,3,1
3093,KIRP,TCGA-A4-A772-01A-11D-A33Q-10,4,1
3094,KIRP,TCGA-B9-A44B-01A-11D-A25F-10,5,1
3095,KIRP,TCGA-SX-A7SM-01A-11D-A34Z-10,6,1
3096,KIRP,TCGA-5P-A9K6-01A-11D-A42J-10,7,1
3097,KIRP,TCGA-DZ-6134-01A-11D-1961-08,8,1
3098,KIRP,TCGA-Y8-A897-01A-11D-A35Z-10,9,1
3099,KIRP,TCGA-DW-7842-01A-11D-2136-08,10,1
3101,KIRP,TCGA-P4-AAVM-01A-11D-A42J-10,2,1
3102,KIRP,TCGA-B9-4114-01A-01D-1252-08,3,1
3103,KIRP,TCGA-MH-A561-01A-11D-A26P-10,4,1
3104,KIRP,TCGA-GL-A9DC-01A-11D-A36X-10,5,1
3105,KIRP,TCGA-5P-A9K2-01A-11D-A42J-10,6,1
3106,KIRP,TCGA-G7-A8LC-01A-11D-A35Z-10,7,1
3107,KIRP,TCGA-GL-7966-01A-11D-2201-08,8,1
3108,KIRP,TCGA-Y8-A895-01A-11D-A35Z-10,9,1
3109,KIRP,TCGA-F9-A7VF-01A-11D-A33Q-10,10,1
3111,KIRP,TCGA-BQ-5881-01A-11D-1589-08,2,1
3112,KIRP,TCGA-UZ-A9PV-01A-11D-A42J-10,3,1
3113,KIRP,TCGA-MH-A857-01A-11D-A34Z-10,4,1
3114,KIRP,TCGA-P4-A5E6-01A-11D-A28G-10,5,1
3115,KIRP,TCGA-P4-A5E7-01A-31D-A28G-10,6,1
3116,KIRP,TCGA-BQ-5888-01A-11D-1589-08,7,1
3117,KIRP,TCGA-UZ-A9PS-01A-11D-A42J-10,8,1
3118,KIRP,TCGA-2Z-A9JK-01A-11D-A42J-10,9,1
3119,KIRP,TCGA-BQ-7045-01A-31D-1961-08,10,1
3121,KIRP,TCGA-AL-3472-01A-01D-1252-08,2,1
3122,KIRP,TCGA-SX-A71R-01A-12D-A33Q-10,3,1
3123,KIRP,TCGA-2Z-A9J6-01A-11D-A382-10,4,1
3124,KIRP,TCGA-BQ-5893-01A-11D-1589-08,5,1
3125,KIRP,TCGA-BQ-7048-01A-11D-1961-08,6,1
3126,KIRP,TCGA-4A-A93W-01A-11D-A36X-10,7,1
3127,KIRP,TCGA-Y8-A898-01A-11D-A34Z-10,8,1
3128,KIRP,TCGA-WN-AB4C-01A-11D-A42J-10,9,1
3129,KIRP,TCGA-G7-7502-01A-11D-2201-08,10,1
3131,KIRP,TCGA-2Z-A9J7-01A-11D-A382-10,2,1
3132,KIRP,TCGA-5P-A9JY-01A-11D-A42J-10,3,1
3133,KIRP,TCGA-B1-7332-01A-11D-2136-08,4,1
3134,KIRP,TCGA-Y8-A8RY-01A-11D-A36X-10,5,1
3135,KIRP,TCGA-A4-7828-01A-11D-2136-08,6,1
3136,KIRP,TCGA-G7-A8LB-01A-11D-A35Z-10,7,1
3137,KIRP,TCGA-2Z-A9JT-01A-11D-A42J-10,8,1
3138,KIRP,TCGA-AL-3467-01A-01D-1252-08,9,1
3139,KIRP,TCGA-SX-A7SN-01A-11D-A34Z-10,10,1
3141,KIRP,TCGA-AL-3473-01A-01D-1252-08,2,1
3142,KIRP,TCGA-2Z-A9J2-01A-11D-A382-10,3,1
3143,KIRP,TCGA-GL-A59T-01A-21D-A28G-10,4,1
3144,KIRP,TCGA-GL-A59R-01A-11D-A26P-10,5,1
3145,KIRP,TCGA-B9-A8YH-01A-11D-A36X-10,6,1
3146,KIRP,TCGA-GL-A9DE-01A-11D-A36X-10,7,1
3147,KIRP,TCGA-BQ-7044-01A-11D-1961-08,8,1
3148,KIRP,TCGA-A4-7997-01A-11D-2201-08,9,1
3149,KIRP,TCGA-2Z-A9JP-01A-11D-A42J-10,10,1
3151,KIRP,TCGA-A4-A57E-01A-11D-A26P-10,2,1
3152,KIRP,TCGA-GL-7773-01A-11D-2136-08,3,1
3153,KIRP,TCGA-Y8-A896-01A-11D-A35Z-10,4,1
3154,KIRP,TCGA-Y8-A8S0-01A-11D-A36X-10,5,1
3155,KIRP,TCGA-4A-A93Y-01A-11D-A36X-10,6,1
3156,KIRP,TCGA-KV-A6GD-01A-11D-A31X-10,7,1
3157,KIRP,TCGA-B9-A5W9-01A-11D-A28G-10,8,1
3158,KIRP,TCGA-MH-A55Z-01A-11D-A26P-10,9,1
3159,KIRP,TCGA-F9-A97G-01A-11D-A382-10,10,1
3161,KIRP,TCGA-B9-4617-01A-01D-1252-08,2,1
3162,KIRP,TCGA-DZ-6132-01A-11D-1961-08,3,1
3163,KIRP,TCGA-B1-A656-01A-11D-A31X-10,4,1
3164,KIRP,TCGA-IA-A83V-01A-11D-A34Z-10,5,1
3165,KIRP,TCGA-2Z-A9J3-01A-12D-A382-10,6,1
3166,KIRP,TCGA-P4-A5E8-01A-11D-A28G-10,7,1
3167,KIRP,TCGA-UZ-A9PU-01A-11D-A42J-10,8,1
3168,KIRP,TCGA-SX-A71U-01A-12D-A33Q-10,9,1
3169,KIRP,TCGA-B1-A654-01A-11D-A31X-10,10,1
3171,KIRP,TCGA-UZ-A9Q0-01A-12D-A42J-10,2,1
3172,KIRP,TCGA-HE-A5NF-01A-11D-A26P-10,3,1
3173,KIRP,TCGA-G7-6793-01A-11D-1961-08,4,1
3174,KIRP,TCGA-G7-A8LD-01A-11D-A35Z-10,5,1
3175,KIRP,TCGA-BQ-5876-01A-11D-1589-08,6,1
3176,KIRP,TCGA-BQ-7046-01A-11D-1961-08,7,1
3177,KIRP,TCGA-BQ-5891-01A-11D-1589-08,8,1
3178,KIRP,TCGA-BQ-5877-01A-11D-1589-08,9,1
3179,KIRP,TCGA-Y8-A894-01A-11D-A35Z-10,10,1
3181,KIRP,TCGA-G7-7501-01A-11D-2201-08,2,1
3182,KIRP,TCGA-BQ-7062-01A-11D-1961-08,3,1
3183,KIRP,TCGA-F9-A7Q0-01A-11D-A35Z-10,4,1
3184,KIRP,TCGA-A4-7585-01A-11D-2136-08,5,1
3185,KIRP,TCGA-HE-A5NK-01A-11D-A26P-10,6,1
3186,KIRP,TCGA-5P-A9KH-01A-11D-A42J-10,7,1
3187,KIRP,TCGA-IA-A40X-01A-11D-A25F-10,8,1
3188,KIRP,TCGA-B1-A655-01A-11D-A31Z-10,9,1
3189,KIRP,TCGA-HE-A5NI-01A-11D-A26P-10,10,1
3191,KIRP,TCGA-A4-8311-01A-11D-2396-08,2,1
3192,KIRP,TCGA-BQ-7058-01A-11D-1961-08,3,1
3193,KIRP,TCGA-DW-7837-01A-11D-2136-08,4,1
3194,KIRP,TCGA-KV-A6GE-01A-11D-A31X-10,5,1
3195,KIRP,TCGA-HE-A5NJ-01A-11D-A26P-10,6,1
3196,KIRP,TCGA-A4-A5Y0-01A-11D-A31X-10,7,1
3197,KIRP,TCGA-A4-7734-01A-11D-2136-08,8,1
3198,KIRP,TCGA-A4-8312-01A-11D-2396-08,9,1
3199,KIRP,TCGA-SX-A7SO-01A-11D-A34Z-10,10,1
3201,KIRP,TCGA-B9-4116-01A-01D-1252-08,2,1
3202,KIRP,TCGA-2K-A9WE-01A-11D-A382-10,3,1
3203,KIRP,TCGA-IA-A83W-01A-11D-A34Z-10,4,1
3204,KIRP,TCGA-EV-5903-01A-11D-1589-08,5,1
3205,KIRP,TCGA-MH-A856-01A-11D-A34Z-10,6,1
3206,KIRP,TCGA-UZ-A9PN-01A-11D-A382-10,7,1
3207,KIRP,TCGA-2Z-A9JO-01A-11D-A42J-10,8,1
3208,KIRP,TCGA-B3-4104-01A-01D-1458-08,9,1
3209,KIRP,TCGA-2Z-A9JI-01A-11D-A42J-10,10,1
3211,KIRP,TCGA-B9-A5W7-01A-11D-A31X-10,2,1
3212,KIRP,TCGA-J7-6720-01A-11D-2136-08,3,1
3213,KIRP,TCGA-A4-7732-01A-11D-2136-08,4,1
3214,KIRP,TCGA-SX-A7SP-01A-11D-A34Z-10,5,1
3215,KIRP,TCGA-UZ-A9PL-01A-11D-A382-10,6,1
3216,KIRP,TCGA-P4-A5EB-01A-11D-A28G-10,7,1
3217,KIRP,TCGA-SX-A71S-01A-11D-A33Q-10,8,1
3218,KIRP,TCGA-UZ-A9PP-01A-11D-A42J-10,9,1
3219,KIRP,TCGA-P4-A5ED-01A-11D-A28G-10,10,1
3221,KIRP,TCGA-HE-7128-01A-11D-1961-08,2,1
3222,KIRP,TCGA-BQ-5880-01A-11D-1589-08,3,1
3223,KIRP,TCGA-UZ-A9PR-01A-11D-A42J-10,4,1
3224,KIRP,TCGA-DW-7836-01A-11D-2136-08,5,1
3225,KIRP,TCGA-2Z-A9JN-01A-21D-A42J-10,6,1
3226,KIRP,TCGA-BQ-7061-01A-11D-1961-08,7,1
3227,KIRP,TCGA-PJ-A5Z8-01A-11D-A28G-10,8,1
3228,KIRP,TCGA-P4-A5EA-01A-11D-A28G-10,9,1
3229,KIRP,TCGA-2Z-A9JR-01A-12D-A42J-10,10,1
3231,KIRP,TCGA-IA-A40U-01A-11D-A25F-10,2,1
3232,KIRP,TCGA-A4-A7UZ-01A-12D-A34Z-10,3,1
3233,KIRP,TCGA-A4-7915-01A-11D-2201-08,4,1
3234,KIRP,TCGA-2Z-A9J1-01A-11D-A382-10,5,1
3235,KIRP,TCGA-2Z-A9J8-01A-11D-A42J-10,6,1
3236,KIRP,TCGA-DW-7963-01B-11D-A28G-10,7,1
3237,KIRP,TCGA-AL-3466-01A-01D-1252-08,8,1
3238,KIRP,TCGA-BQ-5886-01A-11D-1589-08,9,1
3239,KIRP,TCGA-UZ-A9PK-01A-11D-A382-10,10,1
3241,KIRP,TCGA-IZ-8195-01A-31D-2396-08,2,1
3242,KIRP,TCGA-A4-7996-01A-11D-2201-08,3,1
3243,KIRP,TCGA-2Z-A9JM-01A-12D-A42J-10,4,1
3244,KIRP,TCGA-A4-8515-01A-11D-2396-08,5,1
3245,KIRP,TCGA-J7-8537-01A-11D-2396-08,6,1
3246,KIRP,TCGA-HE-7130-01A-11D-1961-08,7,1
3247,KIRP,TCGA-G7-6792-01A-21D-1961-08,8,1
3248,KIRP,TCGA-G7-A8LE-01A-11D-A35Z-10,9,1
3249,KIRP,TCGA-G7-6797-01A-11D-1961-08,10,1
3251,KIRP,TCGA-A4-8098-01A-11D-2396-08,2,1
3252,KIRP,TCGA-MH-A560-01A-11D-A26P-10,3,1
3253,KIRP,TCGA-B3-A6W5-01A-12D-A33Q-10,4,1
3254,KIRP,TCGA-2Z-A9JL-01A-11D-A42J-10,5,1
3255,KIRP,TCGA-A4-A6HP-01A-11D-A31X-10,6,1
3256,KIRP,TCGA-B9-A5W8-01A-11D-A28G-10,7,1
3257,KIRP,TCGA-B3-4103-01A-01D-1458-08,8,1
3258,KIRP,TCGA-BQ-7055-01A-11D-1961-08,9,1
3259,KIRP,TCGA-5P-A9JZ-01A-11D-A42J-10,10,1
3261,KIRP,TCGA-5P-A9JW-01A-11D-A42J-10,2,1
3262,KIRP,TCGA-G7-6796-01A-11D-1961-08,3,1
3263,KIRP,TCGA-UZ-A9Q1-01A-11D-A42J-10,4,1
3264,KIRP,TCGA-DW-5561-01A-01D-1589-08,5,1
3265,KIRP,TCGA-BQ-5884-01A-11D-1589-08,6,1
3266,KIRP,TCGA-UZ-A9PJ-01A-11D-A382-10,7,1
3267,KIRP,TCGA-A4-7287-01A-11D-2136-08,8,1
3268,KIRP,TCGA-PJ-A5Z9-01A-11D-A28G-10,9,1
3269,KIRP,TCGA-UZ-A9PZ-01A-11D-A42J-10,10,1
3271,KIRP,TCGA-A4-A5XZ-01A-11D-A31X-10,2,1
3272,KIRP,TCGA-2Z-A9JE-01A-11D-A42J-10,3,1
3273,KIRP,TCGA-5P-A9K0-01A-11D-A42J-10,4,1
3274,KIRP,TCGA-GL-8500-01A-11D-2396-08,5,1
3275,KIRP,TCGA-A4-A5DU-01A-11D-A28G-10,6,1
3276,KIRP,TCGA-B3-3926-01A-01D-1252-08,7,1
3277,KIRP,TCGA-B3-3925-01A-01D-1458-08,8,1
3278,KIRP,TCGA-A4-8517-01A-11D-2396-08,9,1
3279,KIRP,TCGA-J7-A8I2-01A-12D-A35Z-10,10,1
3281,KIRP,TCGA-B9-4113-01A-01D-1252-08,2,1
3282,KIRP,TCGA-IZ-A6M9-01A-11D-A31X-10,3,1
3283,KIRP,TCGA-A4-A4ZT-01A-11D-A26P-10,4,1
3284,KIRP,TCGA-A4-A48D-01A-11D-A25F-10,5,1
3285,KIRP,TCGA-UZ-A9PM-01A-21D-A382-10,6,1
3286,KIRP,TCGA-GL-A4EM-01A-11D-A25F-10,7,1
3287,KIRP,TCGA-SX-A7SU-01A-11D-A35Z-10,8,1
3288,KIRP,TCGA-DW-7841-01A-11D-2136-08,9,1
3289,KIRP,TCGA-MH-A562-01A-11D-A26P-10,10,1
3291,KIRP,TCGA-G7-A4TM-01A-11D-A31X-10,2,1
3292,KIRP,TCGA-4A-A93X-01A-11D-A36X-10,3,1
3293,KIRP,TCGA-BQ-5894-01A-11D-1589-08,4,1
3294,KIRP,TCGA-A4-7288-01A-11D-2136-08,5,1
